"effect","group","term","estimate","std.error","statistic","df","p.value","conf.low","conf.high","dv","dframe"
"fixed",NA,"(Intercept)",-3.86660457056681,0.179123214804922,-21.586283915113,NA,2.41682285322122e-103,-4.21767962037949,-3.51552952075413,"stress","p_thresh_3000_by_sample"
"ran_pars","ID","sd__(Intercept)",1.72512047082151,NA,NA,NA,NA,NA,NA,"stress","p_thresh_3000_by_sample"
"fixed",NA,"(Intercept)",67.7264363095056,1.36862107392181,49.4851625479023,170.10412537232,6.44751772170301e-103,65.0247672987675,70.4281053202437,"arousal","p_thresh_1000_by_participant"
"ran_pars","ID","sd__(Intercept)",17.6555182831799,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_1000_by_participant"
"ran_pars","Residual","sd__Observation",16.2522158964627,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_1000_by_participant"
"fixed",NA,"(Intercept)",68.6919261887841,1.44539840297476,47.5245621189356,169.610863798726,6.0458238341377e-100,65.838638662949,71.5452137146192,"valence","p_thresh_1000_by_participant"
"ran_pars","ID","sd__(Intercept)",18.7046425518866,NA,NA,NA,NA,NA,NA,"valence","p_thresh_1000_by_participant"
"ran_pars","Residual","sd__Observation",14.3990392924065,NA,NA,NA,NA,NA,NA,"valence","p_thresh_1000_by_participant"
"fixed",NA,"(Intercept)",-3.86660457056681,0.179123214804922,-21.586283915113,NA,2.41682285322122e-103,-4.21767962037949,-3.51552952075413,"stress","p_thresh_1000_by_participant"
"ran_pars","ID","sd__(Intercept)",1.72512047082151,NA,NA,NA,NA,NA,NA,"stress","p_thresh_1000_by_participant"
"fixed",NA,"(Intercept)",67.7264363095056,1.36862107392181,49.4851625479023,170.10412537232,6.44751772170301e-103,65.0247672987675,70.4281053202437,"arousal","p_thresh_2000_by_participant"
"ran_pars","ID","sd__(Intercept)",17.6555182831799,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_2000_by_participant"
"ran_pars","Residual","sd__Observation",16.2522158964627,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_2000_by_participant"
"fixed",NA,"(Intercept)",68.6919261887841,1.44539840297476,47.5245621189356,169.610863798726,6.0458238341377e-100,65.838638662949,71.5452137146192,"valence","p_thresh_2000_by_participant"
"ran_pars","ID","sd__(Intercept)",18.7046425518866,NA,NA,NA,NA,NA,NA,"valence","p_thresh_2000_by_participant"
"ran_pars","Residual","sd__Observation",14.3990392924065,NA,NA,NA,NA,NA,NA,"valence","p_thresh_2000_by_participant"
"fixed",NA,"(Intercept)",-3.86660457056681,0.179123214804922,-21.586283915113,NA,2.41682285322122e-103,-4.21767962037949,-3.51552952075413,"stress","p_thresh_2000_by_participant"
"ran_pars","ID","sd__(Intercept)",1.72512047082151,NA,NA,NA,NA,NA,NA,"stress","p_thresh_2000_by_participant"
"fixed",NA,"(Intercept)",67.7264363095056,1.36862107392181,49.4851625479023,170.10412537232,6.44751772170301e-103,65.0247672987675,70.4281053202437,"arousal","p_thresh_3000_by_participant"
"ran_pars","ID","sd__(Intercept)",17.6555182831799,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_3000_by_participant"
"ran_pars","Residual","sd__Observation",16.2522158964627,NA,NA,NA,NA,NA,NA,"arousal","p_thresh_3000_by_participant"
"fixed",NA,"(Intercept)",68.6919261887841,1.44539840297476,47.5245621189356,169.610863798726,6.0458238341377e-100,65.838638662949,71.5452137146192,"valence","p_thresh_3000_by_participant"
"ran_pars","ID","sd__(Intercept)",18.7046425518866,NA,NA,NA,NA,NA,NA,"valence","p_thresh_3000_by_participant"
"ran_pars","Residual","sd__Observation",14.3990392924065,NA,NA,NA,NA,NA,NA,"valence","p_thresh_3000_by_participant"
"fixed",NA,"(Intercept)",-3.86660457056681,0.179123214804922,-21.586283915113,NA,2.41682285322122e-103,-4.21767962037949,-3.51552952075413,"stress","p_thresh_3000_by_participant"
"ran_pars","ID","sd__(Intercept)",1.72512047082151,NA,NA,NA,NA,NA,NA,"stress","p_thresh_3000_by_participant"
